id_municipio,municipio_nome,unidade,id_municipio_6d
3540200,Pontal,GAEMA -  Pardo,354020
3540507,Porangaba,GAEMA -  Tietê/Sorocaba,354050
3540606,Porto Feliz,GAEMA -  Tietê/Sorocaba,354060
3540754,Potim,GAEMA -  Vale do Paraíba,354075
3541000,Praia Grande,GAEMA -  Baixada Santista,354100
3541208,Presidente Bernardes,GAEMA -  Pontal do Paranapanema,354120
3541307,Presidente Epitácio,GAEMA -  Pontal do Paranapanema,354130
3541406,Presidente Prudente,GAEMA -  Pontal do Paranapanema,354140
3541505,Presidente Venceslau,GAEMA -  Pontal do Paranapanema,354150
3541653,Quadra,GAEMA -  Tietê/Sorocaba,354165
3541901,Queluz,GAEMA -  Vale do Paraíba,354190
3542107,Rafard,GAEMA -  PCJ-Piracicaba,354210
3542206,Rancharia,GAEMA -  Pontal do Paranapanema,354220
3542305,Redenção da Serra,GAEMA -  Vale do Paraíba,354230
3542404,Regente Feijó,GAEMA -  Pontal do Paranapanema,354240
3542602,Registro,GAEMA -  Vale do Ribeira,354260
3542800,Ribeira,GAEMA -  Vale do Ribeira,354280
3543204,Ribeirão do Sul,GAEMA -  Médio Paranapanema,354320
3543238,Ribeirão dos Índios,GAEMA -  Pontal do Paranapanema,354323
3543402,Ribeirão Preto,GAEMA -  Pardo,354340
3543907,Rio Claro,GAEMA -  PCJ-Piracicaba,354390
3544004,Rio das Pedras,GAEMA -  PCJ-Piracicaba,354400
3544251,Rosana,GAEMA -  Pontal do Paranapanema,354425
3544301,Roseira,GAEMA -  Vale do Paraíba,354430
3545001,Salesópolis,GAEMA -  Cabeceiras,354500
3545159,Saltinho,GAEMA -  PCJ-Piracicaba,354515
3545209,Salto,GAEMA -  Tietê/Sorocaba,354520
3545308,Salto de Pirapora,GAEMA -  Tietê/Sorocaba,354530
3545407,Salto Grande,GAEMA -  Médio Paranapanema,354540
3545506,Sandovalina,GAEMA -  Pontal do Paranapanema,354550
3545803,Santa Bárbara d'Oeste,GAEMA -  PCJ-Piracicaba,354580
3546009,Santa Branca,GAEMA -  Vale do Paraíba,354600
3546256,Santa Cruz da Esperança,GAEMA -  Pardo,354625
3546405,Santa Cruz do Rio Pardo,GAEMA -  Médio Paranapanema,354640
3546702,Santa Gertrudes,GAEMA -  PCJ-Piracicaba,354670
3546801,Santa Isabel,GAEMA -  Vale do Paraíba,354680
3547007,Santa Maria da Serra,GAEMA -  PCJ-Piracicaba,354700
3547601,Santa Rosa de Viterbo,GAEMA -  Pardo,354760
3547700,Santo Anastácio,GAEMA -  Pontal do Paranapanema,354770
3547908,Santo Antônio da Alegria,GAEMA -  Pardo,354790
3548005,Santo Antônio de Posse,GAEMA -  PCJ-Campinas,354800
3548302,Santo Expedito,GAEMA -  Pontal do Paranapanema,354830
3548500,Santos,GAEMA -  Baixada Santista,354850
3549607,São José do Barreiro,GAEMA -  Vale do Paraíba,354960
3549706,São José do Rio Pardo,GAEMA -  Pardo,354970
3549904,São José dos Campos,GAEMA -  Vale do Paraíba,354990
3550001,São Luiz do Paraitinga,GAEMA -  Vale do Paraíba,355000
3550407,São Pedro,GAEMA -  PCJ-Piracicaba,355040
3550506,São Pedro do Turvo,GAEMA -  Médio Paranapanema,355050
3550605,São Roque,GAEMA -  Tietê/Sorocaba,355060
3550704,São Sebastião,GAEMA -  Litoral Norte,355070
3550803,São Sebastião da Grama,GAEMA -  Pardo,355080
3550902,São Simão,GAEMA -  Pardo,355090
3551009,São Vicente,GAEMA -  Baixada Santista,355100
3551405,Serra Azul,GAEMA -  Pardo,355140
3551504,Serrana,GAEMA -  Pardo,355150
3551702,Sertãozinho,GAEMA -  Pardo,355170
3551801,Sete Barras,GAEMA -  Vale do Ribeira,355180
3552007,Silveiras,GAEMA -  Vale do Paraíba,355200
3552205,Sorocaba,GAEMA -  Tietê/Sorocaba,355220
3552403,Sumaré,GAEMA -  PCJ-Campinas,355240
3552502,Suzano,GAEMA -  Cabeceiras,355250
3552908,Taciba,GAEMA -  Pontal do Paranapanema,355290
3553302,Tambaú,GAEMA -  Pardo,355330
3553500,Tapiraí,GAEMA -  Tietê/Sorocaba,355350
3553609,Tapiratiba,GAEMA -  Pardo,355360
3553906,Tarabai,GAEMA -  Pontal do Paranapanema,355390
3553955,Tarumã,GAEMA -  Médio Paranapanema,355395
3554003,Tatuí,GAEMA -  Tietê/Sorocaba,355400
3554102,Taubaté,GAEMA -  Vale do Paraíba,355410
3554300,Teodoro Sampaio,GAEMA -  Pontal do Paranapanema,355430
3554508,Tietê,GAEMA -  Tietê/Sorocaba,355450
3554656,Torre de Pedra,GAEMA -  Tietê/Sorocaba,355465
3554805,Tremembé,GAEMA -  Vale do Paraíba,355480
3554953,Tuiuti,GAEMA -  PCJ-Atibaia,355495
3555406,Ubatuba,GAEMA -  Litoral Norte,355540
3555505,Ubirajara,GAEMA -  Médio Paranapanema,355550
3556206,Valinhos,GAEMA -  PCJ-Campinas,355620
3556354,Vargem,GAEMA -  PCJ-Atibaia,355635
3556404,Vargem Grande do Sul,GAEMA -  Pardo,355640
3556503,Várzea Paulista,GAEMA -  PCJ-Campinas,355650
3556701,Vinhedo,GAEMA -  PCJ-Campinas,355670
3557006,Votorantim,GAEMA -  Tietê/Sorocaba,355700
3500105,Adamantina,Rede Protetiva - Aguapeí/Peixe,350010
3500204,Adolfo,Rede Protetiva - Baixo Tietê,350020
3500303,Aguaí,Rede Protetiva - Alto Mogi,350030
3500402,Águas da Prata,Rede Protetiva - Alto Mogi,350040
3500501,Águas de Lindóia,Rede Protetiva - Alto Mogi,350050
3500550,Águas de Santa Bárbara,Rede Protetiva - Alto Paranapanema,350055
3500758,Alambari,Rede Protetiva - Alto Paranapanema,350075
3500907,Altair,Rede Protetiva - Turvo/Grande,350090
3501103,Alto Alegre,Rede Protetiva - Baixo Tietê,350110
3501202,Álvares Florence,Rede Protetiva - Turvo/Grande,350120
3501400,Álvaro de Carvalho,Rede Protetiva - Aguapeí/Peixe,350140
3501509,Alvinlândia,Rede Protetiva - Aguapeí/Peixe,350150
3501707,Américo Brasiliense,Rede Protetiva - Médio Mogi Inferior,350170
3501806,Américo de Campos,Rede Protetiva - Turvo/Grande,350180
3502101,Andradina,Rede Protetiva - Baixo Tietê,350210
3502200,Angatuba,Rede Protetiva - Alto Paranapanema,350220
3502606,Aparecida d'Oeste,Rede Protetiva - São José dos Dourados,350260
3502804,Araçatuba,Rede Protetiva - Baixo Tietê,350280
3503000,Aramina,Rede Protetiva - Sapucaí/Grande,350300
3503109,Arandu,Rede Protetiva - Alto Paranapanema,350310
3503208,Araraquara,Rede Protetiva - Médio Mogi Inferior,350320
3503307,Araras,Rede Protetiva - Médio Mogi Superior,350330
3503356,Arco-Íris,Rede Protetiva - Aguapeí/Peixe,350335
3503406,Arealva,Rede Protetiva - Tietê/Batalha,350340
3503604,Areiópolis,Rede Protetiva - Tietê/Jacaré,350360
3503703,Ariranha,Rede Protetiva - Turvo/Grande,350370
3503950,Aspásia,Rede Protetiva - São José dos Dourados,350395
3504206,Auriflama,Rede Protetiva - São José dos Dourados,350420
3504305,Avaí,Rede Protetiva - Tietê/Batalha,350430
3504404,Avanhandava,Rede Protetiva - Baixo Tietê,350440
3504503,Avaré,Rede Protetiva - Alto Paranapanema,350450
3504602,Bady Bassitt,Rede Protetiva - Turvo/Grande,350460
3504701,Balbinos,Rede Protetiva - Tietê/Batalha,350470
3504800,Bálsamo,Rede Protetiva - Turvo/Grande,350480
3505005,Barão de Antonina,Rede Protetiva - Alto Paranapanema,350500
3505104,Barbosa,Rede Protetiva - Baixo Tietê,350510
3505203,Bariri,Rede Protetiva - Tietê/Jacaré,350520
3505302,Barra Bonita,Rede Protetiva - Tietê/Jacaré,350530
3505500,Barretos,Rede Protetiva - Baixo Pardo/Grande,350550
3505708,Barueri,Rede Protetiva - Cotia/Pirapora,350570
3505807,Bastos,Rede Protetiva - Aguapeí/Peixe,350580
3505906,Batatais,Rede Protetiva - Sapucaí/Grande,350590
3506003,Bauru,Rede Protetiva - Tietê/Batalha,350600
3506102,Bebedouro,Rede Protetiva - Baixo Pardo/Grande,350610
3506201,Bento de Abreu,Rede Protetiva - Baixo Tietê,350620
3506300,Bernardino de Campos,Rede Protetiva - Alto Paranapanema,350630
3506409,Bilac,Rede Protetiva - Baixo Tietê,350640
3506508,Birigui,Rede Protetiva - Baixo Tietê,350650
3506706,Boa Esperança do Sul,Rede Protetiva - Tietê/Jacaré,350670
3506805,Bocaina,Rede Protetiva - Tietê/Jacaré,350680
3507159,Bom Sucesso de Itararé,Rede Protetiva - Alto Paranapanema,350715
3507308,Boracéia,Rede Protetiva - Tietê/Jacaré,350730
3507407,Borborema,Rede Protetiva - Tietê/Batalha,350740
3507456,Borebi,Rede Protetiva - Tietê/Jacaré,350745
3507704,Braúna,Rede Protetiva - Baixo Tietê,350770
3507753,Brejo Alegre,Rede Protetiva - Baixo Tietê,350775
3507902,Brotas,Rede Protetiva - Tietê/Jacaré,350790
3508009,Buri,Rede Protetiva - Alto Paranapanema,350800
3508108,Buritama,Rede Protetiva - Baixo Tietê,350810
3508207,Buritizal,Rede Protetiva - Sapucaí/Grande,350820
3508801,Cafelândia,Rede Protetiva - Tietê/Batalha,350880
3509304,Cajobi,Rede Protetiva - Turvo/Grande,350930
3509452,Campina do Monte Alegre,Rede Protetiva - Alto Paranapanema,350945
3509700,Campos do Jordão,Rede Protetiva - Mantiqueira,350970
3510104,Cândido Rodrigues,Rede Protetiva - Tietê/Batalha,351010
3510203,Capão Bonito,Rede Protetiva - Alto Paranapanema,351020
3510609,Carapicuíba,Rede Protetiva - Cotia/Pirapora,351060
3510708,Cardoso,Rede Protetiva - Turvo/Grande,351070
3511003,Castilho,Rede Protetiva - Baixo Tietê,351100
3511102,Catanduva,Rede Protetiva - Turvo/Grande,351110
3511201,Catiguá,Rede Protetiva - Turvo/Grande,351120
3511300,Cedral,Rede Protetiva - Turvo/Grande,351130
3511409,Cerqueira César,Rede Protetiva - Alto Paranapanema,351140
3511904,Clementina,Rede Protetiva - Baixo Tietê,351190
3512001,Colina,Rede Protetiva - Baixo Pardo/Grande,351200
3512100,Colômbia,Rede Protetiva - Baixo Pardo/Grande,351210
3512209,Conchal,Rede Protetiva - Médio Mogi Superior,351220
3512506,Coroados,Rede Protetiva - Baixo Tietê,351250
3512605,Coronel Macedo,Rede Protetiva - Alto Paranapanema,351260
3512902,Cosmorama,Rede Protetiva - Turvo/Grande,351290
3513009,Cotia,Rede Protetiva - Cotia/Pirapora,351300
3513207,Cristais Paulista,Rede Protetiva - Sapucaí/Grande,351320
3513702,Descalvado,Rede Protetiva - Médio Mogi Inferior,351370
3513801,Diadema,Rede Protetiva - Alto Tietê,351380
3513850,Dirce Reis,Rede Protetiva - São José dos Dourados,351385
3514007,Dobrada,Rede Protetiva - Tietê/Batalha,351400
3514106,Dois Córregos,Rede Protetiva - Tietê/Jacaré,351410
3514205,Dolcinópolis,Rede Protetiva - Turvo/Grande,351420
3514304,Dourado,Rede Protetiva - Tietê/Jacaré,351430
3514403,Dracena,Rede Protetiva - Aguapeí/Peixe,351440
3514924,Elisiário,Rede Protetiva - Turvo/Grande,351492
3514957,Embaúba,Rede Protetiva - Turvo/Grande,351495
3515004,Embu das Artes,Rede Protetiva - Cotia/Pirapora,351500
3515103,Embu-Guaçu,Rede Protetiva - Cotia/Pirapora,351510
3515186,Espírito Santo do Pinhal,Rede Protetiva - Alto Mogi,351518
3557303,Estiva Gerbi,Rede Protetiva - Médio Mogi Superior,355730
3515202,Estrela d'Oeste,Rede Protetiva - Turvo/Grande,351520
3515400,Fartura,Rede Protetiva - Alto Paranapanema,351540
3515608,Fernando Prestes,Rede Protetiva - Tietê/Batalha,351560
3515509,Fernandópolis,Rede Protetiva - Turvo/Grande,351550
3515707,Ferraz de Vasconcelos,Rede Protetiva - Alto Tietê,351570
3515806,Flora Rica,Rede Protetiva - Aguapeí/Peixe,351580
3515905,Floreal,Rede Protetiva - São José dos Dourados,351590
3516002,Flórida Paulista,Rede Protetiva - Aguapeí/Peixe,351600
3516200,Franca,Rede Protetiva - Sapucaí/Grande,351620
3516507,Gabriel Monteiro,Rede Protetiva - Baixo Tietê,351650
3516705,Garça,Rede Protetiva - Aguapeí/Peixe,351670
3516804,Gastão Vidigal,Rede Protetiva - São José dos Dourados,351680
3516853,Gavião Peixoto,Rede Protetiva - Médio Mogi Inferior,351685
3516903,General Salgado,Rede Protetiva - São José dos Dourados,351690
3517000,Getulina,Rede Protetiva - Aguapeí/Peixe,351700
3517109,Glicério,Rede Protetiva - Baixo Tietê,351710
3517208,Guaiçara,Rede Protetiva - Tietê/Batalha,351720
3517307,Guaimbê,Rede Protetiva - Aguapeí/Peixe,351730
3517406,Guaíra,Rede Protetiva - Baixo Pardo/Grande,351740
3517505,Guapiaçu,Rede Protetiva - Turvo/Grande,351750
3517604,Guapiara,Rede Protetiva - Alto Paranapanema,351760
3517703,Guará,Rede Protetiva - Sapucaí/Grande,351770
3517802,Guaraçaí,Rede Protetiva - Baixo Tietê,351780
3517901,Guaraci,Rede Protetiva - Turvo/Grande,351790
3518008,Guarani d'Oeste,Rede Protetiva - Turvo/Grande,351800
3518107,Guarantã,Rede Protetiva - Tietê/Batalha,351810
3518206,Guararapes,Rede Protetiva - Baixo Tietê,351820
3518602,Guariba,Rede Protetiva - Médio Mogi Inferior,351860
3518909,Guzolândia,Rede Protetiva - São José dos Dourados,351890
3519006,Herculândia,Rede Protetiva - Aguapeí/Peixe,351900
3519105,Iacanga,Rede Protetiva - Tietê/Jacaré,351910
3519204,Iacri,Rede Protetiva - Aguapeí/Peixe,351920
3519253,Iaras,Rede Protetiva - Alto Paranapanema,351925
3519303,Ibaté,Rede Protetiva - Médio Mogi Inferior,351930
3519402,Ibirá,Rede Protetiva - Turvo/Grande,351940
3519600,Ibitinga,Rede Protetiva - Tietê/Jacaré,351960
3519808,Icém,Rede Protetiva - Turvo/Grande,351980
3520004,Igaraçu do Tietê,Rede Protetiva - Tietê/Jacaré,352000
3520103,Igarapava,Rede Protetiva - Sapucaí/Grande,352010
3520442,Ilha Solteira,Rede Protetiva - São José dos Dourados,352044
3520707,Indiaporã,Rede Protetiva - Turvo/Grande,352070
3520806,Inúbia Paulista,Rede Protetiva - Aguapeí/Peixe,352080
3520905,Ipaussu,Rede Protetiva - Alto Paranapanema,352090
3521150,Ipiguá,Rede Protetiva - Turvo/Grande,352115
3521309,Ipuã,Rede Protetiva - Sapucaí/Grande,352130
3521507,Irapuã,Rede Protetiva - Tietê/Batalha,352150
3521606,Irapuru,Rede Protetiva - Aguapeí/Peixe,352160
3521705,Itaberá,Rede Protetiva - Alto Paranapanema,352170
3521804,Itaí,Rede Protetiva - Alto Paranapanema,352180
3521903,Itajobi,Rede Protetiva - Tietê/Batalha,352190
3522000,Itaju,Rede Protetiva - Tietê/Jacaré,352200
3522208,Itapecerica da Serra,Rede Protetiva - Cotia/Pirapora,352220
3522307,Itapetininga,Rede Protetiva - Alto Paranapanema,352230
3522406,Itapeva,Rede Protetiva - Alto Paranapanema,352240
3522505,Itapevi,Rede Protetiva - Cotia/Pirapora,352250
3522604,Itapira,Rede Protetiva - Alto Mogi,352260
3522703,Itápolis,Rede Protetiva - Tietê/Batalha,352270
3522802,Itaporanga,Rede Protetiva - Alto Paranapanema,352280
3522901,Itapuí,Rede Protetiva - Tietê/Jacaré,352290
3523008,Itapura,Rede Protetiva - São José dos Dourados,352300
3523206,Itararé,Rede Protetiva - Alto Paranapanema,352320
3523503,Itatinga,Rede Protetiva - Alto Paranapanema,352350
3523701,Itirapuã,Rede Protetiva - Sapucaí/Grande,352370
3524105,Ituverava,Rede Protetiva - Sapucaí/Grande,352410
3524204,Jaborandi,Rede Protetiva - Baixo Pardo/Grande,352420
3524303,Jaboticabal,Rede Protetiva - Médio Mogi Inferior,352430
3524501,Jaci,Rede Protetiva - Turvo/Grande,352450
3524808,Jales,Rede Protetiva - São José dos Dourados,352480
3525003,Jandira,Rede Protetiva - Cotia/Pirapora,352500
3525300,Jaú,Rede Protetiva - Tietê/Jacaré,352530
3525409,Jeriquara,Rede Protetiva - Sapucaí/Grande,352540
3525607,João Ramalho,Rede Protetiva - Aguapeí/Peixe,352560
3525706,José Bonifácio,Rede Protetiva - Baixo Tietê,352570
3525805,Júlio Mesquita,Rede Protetiva - Tietê/Batalha,352580
3526001,Junqueirópolis,Rede Protetiva - Aguapeí/Peixe,352600
