id_municipio,municipio_nome,id_macrorregiao,macrorregiao_nome
3522109,Itanhaém,1,São Paulo
3522158,Itaóca,3,Piracicaba
3522208,Itapecerica da Serra,1,São Paulo
3522307,Itapetininga,3,Piracicaba
3522406,Itapeva,3,Piracicaba
3522505,Itapevi,1,São Paulo
3522604,Itapira,2,Campinas
3522653,Itapirapuã Paulista,3,Piracicaba
3522703,Itápolis,4,Bauru
3522802,Itaporanga,3,Piracicaba
3522901,Itapuí,4,Bauru
3523008,Itapura,4,Bauru
3523107,Itaquaquecetuba,1,São Paulo
3523206,Itararé,3,Piracicaba
3523305,Itariri,1,São Paulo
3523404,Itatiba,2,Campinas
3523503,Itatinga,4,Bauru
3523602,Itirapina,3,Piracicaba
3523701,Itirapuã,5,Ribeirão Preto
3523800,Itobi,5,Ribeirão Preto
3523909,Itu,3,Piracicaba
3524006,Itupeva,2,Campinas
3524105,Ituverava,5,Ribeirão Preto
3524204,Jaborandi,5,Ribeirão Preto
3524303,Jaboticabal,5,Ribeirão Preto
3524402,Jacareí,2,Campinas
3524501,Jaci,5,Ribeirão Preto
3524600,Jacupiranga,1,São Paulo
3524709,Jaguariúna,2,Campinas
3524808,Jales,5,Ribeirão Preto
3524907,Jambeiro,2,Campinas
3525003,Jandira,1,São Paulo
3525102,Jardinópolis,5,Ribeirão Preto
3525201,Jarinu,2,Campinas
3525300,Jaú,4,Bauru
3525409,Jeriquara,5,Ribeirão Preto
3525508,Joanópolis,2,Campinas
3525607,João Ramalho,4,Bauru
3525706,José Bonifácio,5,Ribeirão Preto
3525805,Júlio Mesquita,4,Bauru
3525854,Jumirim,3,Piracicaba
3525904,Jundiaí,2,Campinas
3526001,Junqueirópolis,4,Bauru
3526100,Juquiá,1,São Paulo
3526209,Juquitiba,1,São Paulo
3526308,Lagoinha,2,Campinas
3526407,Laranjal Paulista,3,Piracicaba
3526506,Lavínia,4,Bauru
3526605,Lavrinhas,2,Campinas
3526704,Leme,3,Piracicaba
3526803,Lençóis Paulista,4,Bauru
3526902,Limeira,3,Piracicaba
3527009,Lindóia,2,Campinas
3527108,Lins,4,Bauru
3527207,Lorena,2,Campinas
3527256,Lourdes,4,Bauru
3527306,Louveira,2,Campinas
3527405,Lucélia,4,Bauru
3527504,Lucianópolis,4,Bauru
3527603,Luiz Antônio,5,Ribeirão Preto
3527702,Luiziânia,4,Bauru
3527801,Lupércio,4,Bauru
3527900,Lutécia,4,Bauru
3528007,Macatuba,4,Bauru
3528106,Macaubal,5,Ribeirão Preto
3528205,Macedônia,5,Ribeirão Preto
3528304,Magda,5,Ribeirão Preto
3528403,Mairinque,3,Piracicaba
3528502,Mairiporã,1,São Paulo
3528601,Manduri,4,Bauru
3528700,Marabá Paulista,4,Bauru
3528809,Maracaí,4,Bauru
3528858,Marapoama,5,Ribeirão Preto
3528908,Mariápolis,4,Bauru
3529005,Marília,4,Bauru
3529104,Marinópolis,5,Ribeirão Preto
3529203,Martinópolis,4,Bauru
3529302,Matão,5,Ribeirão Preto
3529401,Mauá,1,São Paulo
3529500,Mendonça,5,Ribeirão Preto
3529609,Meridiano,5,Ribeirão Preto
3529658,Mesópolis,5,Ribeirão Preto
3529708,Miguelópolis,5,Ribeirão Preto
3529807,Mineiros do Tietê,4,Bauru
3529906,Miracatu,1,São Paulo
3530003,Mira Estrela,5,Ribeirão Preto
3530102,Mirandópolis,4,Bauru
3530201,Mirante do Paranapanema,4,Bauru
3530300,Mirassol,5,Ribeirão Preto
3530409,Mirassolândia,5,Ribeirão Preto
3530508,Mococa,5,Ribeirão Preto
3530607,Mogi das Cruzes,1,São Paulo
3530706,Mogi Guaçu,2,Campinas
3530805,Mogi Mirim,2,Campinas
3530904,Mombuca,3,Piracicaba
3531001,Monções,5,Ribeirão Preto
3531100,Mongaguá,1,São Paulo
3531209,Monte Alegre do Sul,2,Campinas
3531308,Monte Alto,5,Ribeirão Preto
3531407,Monte Aprazível,5,Ribeirão Preto
3531506,Monte Azul Paulista,5,Ribeirão Preto
3531605,Monte Castelo,4,Bauru
3531704,Monteiro Lobato,2,Campinas
3531803,Monte Mor,2,Campinas
3531902,Morro Agudo,5,Ribeirão Preto
3532009,Morungaba,2,Campinas
3532058,Motuca,5,Ribeirão Preto
3532108,Murutinga do Sul,4,Bauru
3532157,Nantes,4,Bauru
3532207,Narandiba,4,Bauru
3532306,Natividade da Serra,2,Campinas
3532405,Nazaré Paulista,2,Campinas
3532504,Neves Paulista,5,Ribeirão Preto
3532603,Nhandeara,5,Ribeirão Preto
3532702,Nipoã,5,Ribeirão Preto
3532801,Nova Aliança,5,Ribeirão Preto
3532827,Nova Campina,3,Piracicaba
3532843,Nova Canaã Paulista,5,Ribeirão Preto
3532868,Nova Castilho,5,Ribeirão Preto
3532900,Nova Europa,5,Ribeirão Preto
3533007,Nova Granada,5,Ribeirão Preto
3533106,Nova Guataporanga,4,Bauru
3533205,Nova Independência,4,Bauru
3533254,Novais,5,Ribeirão Preto
3533304,Nova Luzitânia,5,Ribeirão Preto
3533403,Nova Odessa,2,Campinas
3533502,Novo Horizonte,5,Ribeirão Preto
3533601,Nuporanga,5,Ribeirão Preto
3533700,Ocauçu,4,Bauru
3533809,Óleo,4,Bauru
3533908,Olímpia,5,Ribeirão Preto
3534005,Onda Verde,5,Ribeirão Preto
3534104,Oriente,4,Bauru
3534203,Orindiúva,5,Ribeirão Preto
3534302,Orlândia,5,Ribeirão Preto
3534401,Osasco,1,São Paulo
3534500,Oscar Bressane,4,Bauru
3534609,Osvaldo Cruz,4,Bauru
3534708,Ourinhos,4,Bauru
3534757,Ouroeste,5,Ribeirão Preto
3534807,Ouro Verde,4,Bauru
3534906,Pacaembu,4,Bauru
3535002,Palestina,5,Ribeirão Preto
3535101,Palmares Paulista,5,Ribeirão Preto
3535200,Palmeira d'Oeste,5,Ribeirão Preto
3535309,Palmital,4,Bauru
3535408,Panorama,4,Bauru
3535507,Paraguaçu Paulista,4,Bauru
3535606,Paraibuna,2,Campinas
3535705,Paraíso,5,Ribeirão Preto
3535804,Paranapanema,4,Bauru
3535903,Paranapuã,5,Ribeirão Preto
3536000,Parapuã,4,Bauru
3536109,Pardinho,4,Bauru
3536208,Pariquera-Açu,1,São Paulo
3536257,Parisi,5,Ribeirão Preto
3536307,Patrocínio Paulista,5,Ribeirão Preto
3536406,Paulicéia,4,Bauru
3536505,Paulínia,2,Campinas
3536570,Paulistânia,4,Bauru
3536604,Paulo de Faria,5,Ribeirão Preto
3536703,Pederneiras,4,Bauru
3536802,Pedra Bela,2,Campinas
3536901,Pedranópolis,5,Ribeirão Preto
3537008,Pedregulho,5,Ribeirão Preto
3537107,Pedreira,2,Campinas
3537156,Pedrinhas Paulista,4,Bauru
3537206,Pedro de Toledo,1,São Paulo
3537305,Penápolis,4,Bauru
3537404,Pereira Barreto,4,Bauru
3537503,Pereiras,3,Piracicaba
3537602,Peruíbe,1,São Paulo
3537701,Piacatu,4,Bauru
3537800,Piedade,3,Piracicaba
3537909,Pilar do Sul,3,Piracicaba
3538006,Pindamonhangaba,2,Campinas
3538105,Pindorama,5,Ribeirão Preto
3538204,Pinhalzinho,2,Campinas
3538303,Piquerobi,4,Bauru
3538501,Piquete,2,Campinas
3538600,Piracaia,2,Campinas
3538709,Piracicaba,3,Piracicaba
3538808,Piraju,4,Bauru
3538907,Pirajuí,4,Bauru
3539004,Pirangi,5,Ribeirão Preto
3539103,Pirapora do Bom Jesus,1,São Paulo
3539202,Pirapozinho,4,Bauru
3539301,Pirassununga,5,Ribeirão Preto
3539400,Piratininga,4,Bauru
3539509,Pitangueiras,5,Ribeirão Preto
3539608,Planalto,4,Bauru
3539707,Platina,4,Bauru
3539806,Poá,1,São Paulo
3539905,Poloni,5,Ribeirão Preto
3540002,Pompéia,4,Bauru
3540101,Pongaí,4,Bauru
3540200,Pontal,5,Ribeirão Preto
3540259,Pontalinda,5,Ribeirão Preto
3540309,Pontes Gestal,5,Ribeirão Preto
3540408,Populina,5,Ribeirão Preto
3540507,Porangaba,3,Piracicaba
3540606,Porto Feliz,3,Piracicaba
3540705,Porto Ferreira,5,Ribeirão Preto
3540754,Potim,2,Campinas
3540804,Potirendaba,5,Ribeirão Preto
3540853,Pracinha,4,Bauru
3540903,Pradópolis,5,Ribeirão Preto
3541000,Praia Grande,1,São Paulo
3541059,Pratânia,4,Bauru
3541109,Presidente Alves,4,Bauru
3541208,Presidente Bernardes,4,Bauru
3541307,Presidente Epitácio,4,Bauru
3541406,Presidente Prudente,4,Bauru
3541505,Presidente Venceslau,4,Bauru
3541604,Promissão,4,Bauru
3541653,Quadra,3,Piracicaba
3541703,Quatá,4,Bauru
3541802,Queiroz,4,Bauru
3541901,Queluz,2,Campinas
3542008,Quintana,4,Bauru
3542107,Rafard,3,Piracicaba
3542206,Rancharia,4,Bauru
3542305,Redenção da Serra,2,Campinas
3542404,Regente Feijó,4,Bauru
3542503,Reginópolis,4,Bauru
3542602,Registro,1,São Paulo
3542701,Restinga,5,Ribeirão Preto
3542800,Ribeira,3,Piracicaba
3542909,Ribeirão Bonito,5,Ribeirão Preto
3543006,Ribeirão Branco,3,Piracicaba
3543105,Ribeirão Corrente,5,Ribeirão Preto
3543204,Ribeirão do Sul,4,Bauru
3543238,Ribeirão dos Índios,4,Bauru
3543253,Ribeirão Grande,3,Piracicaba
3543303,Ribeirão Pires,1,São Paulo
3543402,Ribeirão Preto,5,Ribeirão Preto
3543501,Riversul,3,Piracicaba
3543600,Rifaina,5,Ribeirão Preto
3543709,Rincão,5,Ribeirão Preto
3543808,Rinópolis,4,Bauru
3543907,Rio Claro,3,Piracicaba
3544004,Rio das Pedras,3,Piracicaba
3544103,Rio Grande da Serra,1,São Paulo
3544202,Riolândia,5,Ribeirão Preto
3544251,Rosana,4,Bauru
3544301,Roseira,2,Campinas
3544400,Rubiácea,4,Bauru
3544509,Rubinéia,5,Ribeirão Preto
3544608,Sabino,4,Bauru
3544707,Sagres,4,Bauru
3544806,Sales,5,Ribeirão Preto
3544905,Sales Oliveira,5,Ribeirão Preto
3545001,Salesópolis,1,São Paulo
3545100,Salmourão,4,Bauru
3545159,Saltinho,3,Piracicaba
3545209,Salto,3,Piracicaba
3545308,Salto de Pirapora,3,Piracicaba
3545407,Salto Grande,4,Bauru
3545506,Sandovalina,4,Bauru
3545605,Santa Adélia,5,Ribeirão Preto
3545704,Santa Albertina,5,Ribeirão Preto
3545803,Santa Bárbara d'Oeste,3,Piracicaba
3546009,Santa Branca,2,Campinas
3546108,Santa Clara d'Oeste,5,Ribeirão Preto
3546207,Santa Cruz da Conceição,3,Piracicaba
3546256,Santa Cruz da Esperança,5,Ribeirão Preto
3546306,Santa Cruz das Palmeiras,5,Ribeirão Preto
3546405,Santa Cruz do Rio Pardo,4,Bauru
3546504,Santa Ernestina,5,Ribeirão Preto
3546603,Santa Fé do Sul,5,Ribeirão Preto
3546702,Santa Gertrudes,3,Piracicaba
3546801,Santa Isabel,1,São Paulo
3546900,Santa Lúcia,5,Ribeirão Preto
3547007,Santa Maria da Serra,3,Piracicaba
3547106,Santa Mercedes,4,Bauru
3547205,Santana da Ponte Pensa,5,Ribeirão Preto
3547304,Santana de Parnaíba,1,São Paulo
3547403,Santa Rita d'Oeste,5,Ribeirão Preto
3547502,Santa Rita do Passa Quatro,5,Ribeirão Preto
3547601,Santa Rosa de Viterbo,5,Ribeirão Preto
3547650,Santa Salete,5,Ribeirão Preto
3547700,Santo Anastácio,4,Bauru
3547809,Santo André,1,São Paulo
3547908,Santo Antônio da Alegria,5,Ribeirão Preto
3548005,Santo Antônio de Posse,2,Campinas
3548054,Santo Antônio do Aracanguá,4,Bauru
3548104,Santo Antônio do Jardim,2,Campinas
3548203,Santo Antônio do Pinhal,2,Campinas
3548302,Santo Expedito,4,Bauru
3548401,Santópolis do Aguapeí,4,Bauru
3548500,Santos,1,São Paulo
3548609,São Bento do Sapucaí,2,Campinas
3548708,São Bernardo do Campo,1,São Paulo
3548807,São Caetano do Sul,1,São Paulo
3548906,São Carlos,5,Ribeirão Preto
3549003,São Francisco,5,Ribeirão Preto
3549102,São João da Boa Vista,2,Campinas
3549201,São João das Duas Pontes,5,Ribeirão Preto
3549250,São João de Iracema,5,Ribeirão Preto
3549300,São João do Pau d'Alho,4,Bauru
3549409,São Joaquim da Barra,5,Ribeirão Preto
3549508,São José da Bela Vista,5,Ribeirão Preto
3549607,São José do Barreiro,2,Campinas
3549706,São José do Rio Pardo,5,Ribeirão Preto
3549805,São José do Rio Preto,5,Ribeirão Preto
3549904,São José dos Campos,2,Campinas
3549953,São Lourenço da Serra,1,São Paulo
3550001,São Luiz do Paraitinga,2,Campinas
3550100,São Manuel,4,Bauru
3550209,São Miguel Arcanjo,3,Piracicaba
3550308,São Paulo,1,São Paulo
3550407,São Pedro,3,Piracicaba
3550506,São Pedro do Turvo,4,Bauru
3550605,São Roque,3,Piracicaba
3550704,São Sebastião,2,Campinas
3550803,São Sebastião da Grama,5,Ribeirão Preto
3550902,São Simão,5,Ribeirão Preto
3551009,São Vicente,1,São Paulo
3551108,Sarapuí,3,Piracicaba
3551207,Sarutaiá,4,Bauru
3551306,Sebastianópolis do Sul,5,Ribeirão Preto
3551405,Serra Azul,5,Ribeirão Preto
3551504,Serrana,5,Ribeirão Preto
3551603,Serra Negra,2,Campinas
3551702,Sertãozinho,5,Ribeirão Preto
3551801,Sete Barras,1,São Paulo
3551900,Severínia,5,Ribeirão Preto
3552007,Silveiras,2,Campinas
3552106,Socorro,2,Campinas
3552205,Sorocaba,3,Piracicaba
3552304,Sud Mennucci,4,Bauru
3552403,Sumaré,2,Campinas
3552502,Suzano,1,São Paulo
3552551,Suzanápolis,4,Bauru
3552601,Tabapuã,5,Ribeirão Preto
3552700,Tabatinga,4,Bauru
3552809,Taboão da Serra,1,São Paulo
3552908,Taciba,4,Bauru
3553005,Taguaí,4,Bauru
3553104,Taiaçu,5,Ribeirão Preto
3553203,Taiúva,5,Ribeirão Preto
3553302,Tambaú,5,Ribeirão Preto
3553401,Tanabi,5,Ribeirão Preto
3553500,Tapiraí,3,Piracicaba
3553609,Tapiratiba,5,Ribeirão Preto
3553658,Taquaral,5,Ribeirão Preto
3553708,Taquaritinga,5,Ribeirão Preto
3553807,Taquarituba,4,Bauru
3553856,Taquarivaí,3,Piracicaba
3553906,Tarabai,4,Bauru
3553955,Tarumã,4,Bauru
3554003,Tatuí,3,Piracicaba
3554102,Taubaté,2,Campinas
3554201,Tejupá,4,Bauru
3554300,Teodoro Sampaio,4,Bauru
3554409,Terra Roxa,5,Ribeirão Preto
3554508,Tietê,3,Piracicaba
3554607,Timburi,4,Bauru
3554656,Torre de Pedra,3,Piracicaba
3554706,Torrinha,3,Piracicaba
3554755,Trabiju,5,Ribeirão Preto
3554805,Tremembé,2,Campinas
3554904,Três Fronteiras,5,Ribeirão Preto
3554953,Tuiuti,2,Campinas
3555000,Tupã,4,Bauru
3555109,Tupi Paulista,4,Bauru
3555208,Turiúba,4,Bauru
3555307,Turmalina,5,Ribeirão Preto
3555356,Ubarana,5,Ribeirão Preto
3555406,Ubatuba,2,Campinas
3555505,Ubirajara,4,Bauru
3555604,Uchoa,5,Ribeirão Preto
3555703,União Paulista,5,Ribeirão Preto
3555802,Urânia,5,Ribeirão Preto
3555901,Uru,4,Bauru
3556008,Urupês,5,Ribeirão Preto
3556107,Valentim Gentil,5,Ribeirão Preto
3556206,Valinhos,2,Campinas
3556305,Valparaíso,4,Bauru
3556354,Vargem,2,Campinas
3556404,Vargem Grande do Sul,2,Campinas
3556453,Vargem Grande Paulista,1,São Paulo
3556503,Várzea Paulista,2,Campinas
3556602,Vera Cruz,4,Bauru
3556701,Vinhedo,2,Campinas
3556800,Viradouro,5,Ribeirão Preto
3556909,Vista Alegre do Alto,5,Ribeirão Preto
3556958,Vitória Brasil,5,Ribeirão Preto
3557006,Votorantim,3,Piracicaba
3557105,Votuporanga,5,Ribeirão Preto
3557154,Zacarias,4,Bauru
3557204,Chavantes,4,Bauru
3557303,Estiva Gerbi,2,Campinas
