id_municipio,municipio_nome,id_gaeco_mun,gaeco_nome
3504206,Auriflama,12,Núcleo São José do Rio Preto
3504305,Avaí,3,Núcleo Bauru
3504404,Avanhandava,2,Núcleo Araçatuba
3504503,Avaré,3,Núcleo Bauru
3504602,Bady Bassitt,12,Núcleo São José do Rio Preto
3504701,Balbinos,3,Núcleo Bauru
3504800,Bálsamo,12,Núcleo São José do Rio Preto
3504909,Bananal,14,Núcleo Vale do Paraíba
3505005,Barão de Antonina,13,Núcleo Sorocaba
3505104,Barbosa,2,Núcleo Araçatuba
3505203,Bariri,3,Núcleo Bauru
3505302,Barra Bonita,3,Núcleo Bauru
3505351,Barra do Chapéu,13,Núcleo Sorocaba
3505401,Barra do Turvo,11,Núcleo Santos
3505500,Barretos,12,Núcleo São José do Rio Preto
3505609,Barrinha,10,Núcleo Ribeirão Preto
3505708,Barueri,5,Núcleo Capital
3505807,Bastos,9,Núcleo Presidente Prudente
3505906,Batatais,6,Núcleo Franca
3506003,Bauru,3,Núcleo Bauru
3506102,Bebedouro,10,Núcleo Ribeirão Preto
3506201,Bento de Abreu,2,Núcleo Araçatuba
3506300,Bernardino de Campos,3,Núcleo Bauru
3506359,Bertioga,11,Núcleo Santos
3506409,Bilac,2,Núcleo Araçatuba
3506508,Birigui,2,Núcleo Araçatuba
3506607,Biritiba-Mirim,7,Núcleo Guarulhos
3506706,Boa Esperança do Sul,10,Núcleo Ribeirão Preto
3506805,Bocaina,3,Núcleo Bauru
3506904,Bofete,8,Núcleo Piracicaba
3507001,Boituva,13,Núcleo Sorocaba
3507100,Bom Jesus dos Perdões,4,Núcleo Campinas
3507159,Bom Sucesso de Itararé,13,Núcleo Sorocaba
3507209,Borá,9,Núcleo Presidente Prudente
3507308,Boracéia,3,Núcleo Bauru
3507407,Borborema,3,Núcleo Bauru
3507456,Borebi,3,Núcleo Bauru
3507506,Botucatu,3,Núcleo Bauru
3507605,Bragança Paulista,4,Núcleo Campinas
3507704,Braúna,2,Núcleo Araçatuba
3507753,Brejo Alegre,2,Núcleo Araçatuba
3507803,Brodowski,10,Núcleo Ribeirão Preto
3507902,Brotas,8,Núcleo Piracicaba
3508009,Buri,13,Núcleo Sorocaba
3508108,Buritama,2,Núcleo Araçatuba
3508207,Buritizal,6,Núcleo Franca
3508306,Cabrália Paulista,3,Núcleo Bauru
3508405,Cabreúva,13,Núcleo Sorocaba
3508504,Caçapava,14,Núcleo Vale do Paraíba
3508603,Cachoeira Paulista,14,Núcleo Vale do Paraíba
3508702,Caconde,10,Núcleo Ribeirão Preto
3508801,Cafelândia,2,Núcleo Araçatuba
3508900,Caiabu,9,Núcleo Presidente Prudente
3509007,Caieiras,5,Núcleo Capital
3509106,Caiuá,9,Núcleo Presidente Prudente
3509205,Cajamar,5,Núcleo Capital
3509254,Cajati,11,Núcleo Santos
3509304,Cajobi,12,Núcleo São José do Rio Preto
3509403,Cajuru,10,Núcleo Ribeirão Preto
3509452,Campina do Monte Alegre,13,Núcleo Sorocaba
3509502,Campinas,4,Núcleo Campinas
3509601,Campo Limpo Paulista,4,Núcleo Campinas
3509700,Campos do Jordão,14,Núcleo Vale do Paraíba
3509809,Campos Novos Paulista,3,Núcleo Bauru
3509908,Cananéia,11,Núcleo Santos
3509957,Canas,14,Núcleo Vale do Paraíba
3510005,Cândido Mota,9,Núcleo Presidente Prudente
3510104,Cândido Rodrigues,10,Núcleo Ribeirão Preto
3510153,Canitar,3,Núcleo Bauru
3510203,Capão Bonito,13,Núcleo Sorocaba
3510302,Capela do Alto,13,Núcleo Sorocaba
3510401,Capivari,8,Núcleo Piracicaba
3510500,Caraguatatuba,14,Núcleo Vale do Paraíba
3510609,Carapicuíba,5,Núcleo Capital
3510708,Cardoso,12,Núcleo São José do Rio Preto
3510807,Casa Branca,10,Núcleo Ribeirão Preto
3510906,Cássia dos Coqueiros,10,Núcleo Ribeirão Preto
3511003,Castilho,2,Núcleo Araçatuba
3511102,Catanduva,12,Núcleo São José do Rio Preto
3511201,Catiguá,12,Núcleo São José do Rio Preto
3511300,Cedral,12,Núcleo São José do Rio Preto
3511409,Cerqueira César,3,Núcleo Bauru
3511508,Cerquilho,8,Núcleo Piracicaba
3511607,Cesário Lange,13,Núcleo Sorocaba
3511706,Charqueada,8,Núcleo Piracicaba
3557204,Chavantes,3,Núcleo Bauru
3511904,Clementina,2,Núcleo Araçatuba
3512001,Colina,12,Núcleo São José do Rio Preto
3512100,Colômbia,12,Núcleo São José do Rio Preto
3512209,Conchal,4,Núcleo Campinas
3512308,Conchas,8,Núcleo Piracicaba
3512407,Cordeirópolis,8,Núcleo Piracicaba
3512506,Coroados,2,Núcleo Araçatuba
3512605,Coronel Macedo,3,Núcleo Bauru
3512704,Corumbataí,8,Núcleo Piracicaba
3512803,Cosmópolis,4,Núcleo Campinas
3512902,Cosmorama,12,Núcleo São José do Rio Preto
3513009,Cotia,5,Núcleo Capital
3513108,Cravinhos,10,Núcleo Ribeirão Preto
3513207,Cristais Paulista,6,Núcleo Franca
3513306,Cruzália,9,Núcleo Presidente Prudente
3513405,Cruzeiro,14,Núcleo Vale do Paraíba
3513504,Cubatão,11,Núcleo Santos
3513603,Cunha,14,Núcleo Vale do Paraíba
3513702,Descalvado,10,Núcleo Ribeirão Preto
3513801,Diadema,1,Núcleo ABC
3513850,Dirce Reis,12,Núcleo São José do Rio Preto
3513900,Divinolândia,10,Núcleo Ribeirão Preto
3514007,Dobrada,10,Núcleo Ribeirão Preto
3514106,Dois Córregos,3,Núcleo Bauru
3514205,Dolcinópolis,12,Núcleo São José do Rio Preto
3514304,Dourado,10,Núcleo Ribeirão Preto
3514403,Dracena,9,Núcleo Presidente Prudente
3514502,Duartina,3,Núcleo Bauru
3514601,Dumont,10,Núcleo Ribeirão Preto
3514700,Echaporã,9,Núcleo Presidente Prudente
3514809,Eldorado,11,Núcleo Santos
3514908,Elias Fausto,4,Núcleo Campinas
3514924,Elisiário,12,Núcleo São José do Rio Preto
3514957,Embaúba,12,Núcleo São José do Rio Preto
3515004,Embu das Artes,5,Núcleo Capital
3515103,Embu-Guaçu,5,Núcleo Capital
3515129,Emilianópolis,9,Núcleo Presidente Prudente
3515152,Engenheiro Coelho,4,Núcleo Campinas
3515186,Espírito Santo do Pinhal,4,Núcleo Campinas
3515194,Espírito Santo do Turvo,3,Núcleo Bauru
3557303,Estiva Gerbi,4,Núcleo Campinas
3515301,Estrela do Norte,9,Núcleo Presidente Prudente
3515202,Estrela d'Oeste,12,Núcleo São José do Rio Preto
3515350,Euclides da Cunha Paulista,9,Núcleo Presidente Prudente
3515400,Fartura,3,Núcleo Bauru
3515608,Fernando Prestes,10,Núcleo Ribeirão Preto
3515509,Fernandópolis,12,Núcleo São José do Rio Preto
3515657,Fernão,3,Núcleo Bauru
3515707,Ferraz de Vasconcelos,7,Núcleo Guarulhos
3515806,Flora Rica,9,Núcleo Presidente Prudente
3515905,Floreal,12,Núcleo São José do Rio Preto
3516002,Flórida Paulista,9,Núcleo Presidente Prudente
3516101,Florínea,9,Núcleo Presidente Prudente
3516200,Franca,6,Núcleo Franca
3516309,Francisco Morato,5,Núcleo Capital
3516408,Franco da Rocha,5,Núcleo Capital
3516507,Gabriel Monteiro,2,Núcleo Araçatuba
3516606,Gália,3,Núcleo Bauru
3516705,Garça,3,Núcleo Bauru
3516804,Gastão Vidigal,12,Núcleo São José do Rio Preto
3516853,Gavião Peixoto,10,Núcleo Ribeirão Preto
3516903,General Salgado,12,Núcleo São José do Rio Preto
3517000,Getulina,2,Núcleo Araçatuba
3517109,Glicério,2,Núcleo Araçatuba
3517208,Guaiçara,2,Núcleo Araçatuba
3517307,Guaimbê,2,Núcleo Araçatuba
3517406,Guaíra,6,Núcleo Franca
3517505,Guapiaçu,12,Núcleo São José do Rio Preto
3517604,Guapiara,13,Núcleo Sorocaba
3517703,Guará,6,Núcleo Franca
3517802,Guaraçaí,2,Núcleo Araçatuba
3517901,Guaraci,12,Núcleo São José do Rio Preto
3518008,Guarani d'Oeste,12,Núcleo São José do Rio Preto
3518107,Guarantã,2,Núcleo Araçatuba
3518206,Guararapes,2,Núcleo Araçatuba
3518305,Guararema,7,Núcleo Guarulhos
3518404,Guaratinguetá,14,Núcleo Vale do Paraíba
3518503,Guareí,8,Núcleo Piracicaba
3518602,Guariba,10,Núcleo Ribeirão Preto
3518701,Guarujá,11,Núcleo Santos
3518800,Guarulhos,7,Núcleo Guarulhos
3518859,Guatapará,10,Núcleo Ribeirão Preto
3518909,Guzolândia,12,Núcleo São José do Rio Preto
3519006,Herculândia,9,Núcleo Presidente Prudente
3519055,Holambra,4,Núcleo Campinas
3519071,Hortolândia,4,Núcleo Campinas
3519105,Iacanga,3,Núcleo Bauru
3519204,Iacri,9,Núcleo Presidente Prudente
3519253,Iaras,3,Núcleo Bauru
3519303,Ibaté,10,Núcleo Ribeirão Preto
3519402,Ibirá,12,Núcleo São José do Rio Preto
3519501,Ibirarema,3,Núcleo Bauru
3519600,Ibitinga,3,Núcleo Bauru
3519709,Ibiúna,13,Núcleo Sorocaba
3519808,Icém,12,Núcleo São José do Rio Preto
3519907,Iepê,9,Núcleo Presidente Prudente
3520004,Igaraçu do Tietê,3,Núcleo Bauru
3520103,Igarapava,6,Núcleo Franca
3520202,Igaratá,7,Núcleo Guarulhos
3520301,Iguape,11,Núcleo Santos
3520426,Ilha Comprida,11,Núcleo Santos
3520442,Ilha Solteira,2,Núcleo Araçatuba
3520400,Ilhabela,14,Núcleo Vale do Paraíba
3520509,Indaiatuba,4,Núcleo Campinas
3520608,Indiana,9,Núcleo Presidente Prudente
3520707,Indiaporã,12,Núcleo São José do Rio Preto
3520806,Inúbia Paulista,9,Núcleo Presidente Prudente
3520905,Ipaussu,3,Núcleo Bauru
3521002,Iperó,13,Núcleo Sorocaba
3521101,Ipeúna,8,Núcleo Piracicaba
3521150,Ipiguá,12,Núcleo São José do Rio Preto
3521200,Iporanga,11,Núcleo Santos
3521309,Ipuã,6,Núcleo Franca
3521408,Iracemápolis,8,Núcleo Piracicaba
3521507,Irapuã,12,Núcleo São José do Rio Preto
3521606,Irapuru,9,Núcleo Presidente Prudente
3521705,Itaberá,13,Núcleo Sorocaba
3521804,Itaí,3,Núcleo Bauru
3521903,Itajobi,12,Núcleo São José do Rio Preto
3522000,Itaju,3,Núcleo Bauru
3522109,Itanhaém,11,Núcleo Santos
3522158,Itaóca,13,Núcleo Sorocaba
3522208,Itapecerica da Serra,5,Núcleo Capital
3522307,Itapetininga,13,Núcleo Sorocaba
3522406,Itapeva,13,Núcleo Sorocaba
3522505,Itapevi,5,Núcleo Capital
3522604,Itapira,4,Núcleo Campinas
3522653,Itapirapuã Paulista,13,Núcleo Sorocaba
3522703,Itápolis,3,Núcleo Bauru
3522802,Itaporanga,13,Núcleo Sorocaba
3522901,Itapuí,3,Núcleo Bauru
3523008,Itapura,2,Núcleo Araçatuba
3523107,Itaquaquecetuba,7,Núcleo Guarulhos
3523206,Itararé,13,Núcleo Sorocaba
3523305,Itariri,11,Núcleo Santos
3523404,Itatiba,4,Núcleo Campinas
3523503,Itatinga,3,Núcleo Bauru
3523602,Itirapina,8,Núcleo Piracicaba
3523701,Itirapuã,6,Núcleo Franca
3523800,Itobi,10,Núcleo Ribeirão Preto
3523909,Itu,13,Núcleo Sorocaba
3524006,Itupeva,4,Núcleo Campinas
3524105,Ituverava,6,Núcleo Franca
3524204,Jaborandi,12,Núcleo São José do Rio Preto
3524303,Jaboticabal,10,Núcleo Ribeirão Preto
3524402,Jacareí,14,Núcleo Vale do Paraíba
3524501,Jaci,12,Núcleo São José do Rio Preto
3524600,Jacupiranga,11,Núcleo Santos
3524709,Jaguariúna,4,Núcleo Campinas
3524808,Jales,12,Núcleo São José do Rio Preto
3524907,Jambeiro,14,Núcleo Vale do Paraíba
3525003,Jandira,5,Núcleo Capital
3525102,Jardinópolis,10,Núcleo Ribeirão Preto
3525201,Jarinu,4,Núcleo Campinas
3525300,Jaú,3,Núcleo Bauru
3525409,Jeriquara,6,Núcleo Franca
3525508,Joanópolis,4,Núcleo Campinas
3525607,João Ramalho,9,Núcleo Presidente Prudente
3525706,José Bonifácio,12,Núcleo São José do Rio Preto
3525805,Júlio Mesquita,2,Núcleo Araçatuba
3525854,Jumirim,13,Núcleo Sorocaba
3525904,Jundiaí,4,Núcleo Campinas
3526001,Junqueirópolis,9,Núcleo Presidente Prudente
3526100,Juquiá,11,Núcleo Santos
3526209,Juquitiba,5,Núcleo Capital
3526308,Lagoinha,14,Núcleo Vale do Paraíba
3526407,Laranjal Paulista,8,Núcleo Piracicaba
3526506,Lavínia,2,Núcleo Araçatuba
3526605,Lavrinhas,14,Núcleo Vale do Paraíba
3526704,Leme,8,Núcleo Piracicaba
3526803,Lençóis Paulista,3,Núcleo Bauru
3526902,Limeira,8,Núcleo Piracicaba
3527009,Lindóia,4,Núcleo Campinas
3527108,Lins,2,Núcleo Araçatuba
3527207,Lorena,14,Núcleo Vale do Paraíba
3527256,Lourdes,2,Núcleo Araçatuba
3527306,Louveira,4,Núcleo Campinas
3527405,Lucélia,9,Núcleo Presidente Prudente
3527504,Lucianópolis,3,Núcleo Bauru
3527603,Luiz Antônio,10,Núcleo Ribeirão Preto
3527702,Luiziânia,2,Núcleo Araçatuba
3527801,Lupércio,3,Núcleo Bauru
3527900,Lutécia,9,Núcleo Presidente Prudente
3528007,Macatuba,3,Núcleo Bauru
3528106,Macaubal,12,Núcleo São José do Rio Preto
3528205,Macedônia,12,Núcleo São José do Rio Preto
3528304,Magda,12,Núcleo São José do Rio Preto
3528403,Mairinque,13,Núcleo Sorocaba
3528502,Mairiporã,7,Núcleo Guarulhos
3528601,Manduri,3,Núcleo Bauru
3528700,Marabá Paulista,9,Núcleo Presidente Prudente
3528809,Maracaí,9,Núcleo Presidente Prudente
3528858,Marapoama,12,Núcleo São José do Rio Preto
3528908,Mariápolis,9,Núcleo Presidente Prudente
3529005,Marília,3,Núcleo Bauru
3529104,Marinópolis,12,Núcleo São José do Rio Preto
3529203,Martinópolis,9,Núcleo Presidente Prudente
3529302,Matão,10,Núcleo Ribeirão Preto
3529401,Mauá,1,Núcleo ABC
3529500,Mendonça,12,Núcleo São José do Rio Preto
3529609,Meridiano,12,Núcleo São José do Rio Preto
3529658,Mesópolis,12,Núcleo São José do Rio Preto
3529708,Miguelópolis,6,Núcleo Franca
3529807,Mineiros do Tietê,3,Núcleo Bauru
3530003,Mira Estrela,12,Núcleo São José do Rio Preto
3529906,Miracatu,11,Núcleo Santos
3530102,Mirandópolis,2,Núcleo Araçatuba
3530201,Mirante do Paranapanema,9,Núcleo Presidente Prudente
3530300,Mirassol,12,Núcleo São José do Rio Preto
3530409,Mirassolândia,12,Núcleo São José do Rio Preto
3530508,Mococa,10,Núcleo Ribeirão Preto
3530706,Mogi Guaçu,4,Núcleo Campinas
3530607,Mogi das Cruzes,7,Núcleo Guarulhos
3530805,Mogi Mirim,4,Núcleo Campinas
3530904,Mombuca,8,Núcleo Piracicaba
3531001,Monções,12,Núcleo São José do Rio Preto
3531100,Mongaguá,11,Núcleo Santos
3531209,Monte Alegre do Sul,4,Núcleo Campinas
3531308,Monte Alto,10,Núcleo Ribeirão Preto
3531407,Monte Aprazível,12,Núcleo São José do Rio Preto
3531506,Monte Azul Paulista,12,Núcleo São José do Rio Preto
3531605,Monte Castelo,9,Núcleo Presidente Prudente
3531803,Monte Mor,4,Núcleo Campinas
3531704,Monteiro Lobato,14,Núcleo Vale do Paraíba
3531902,Morro Agudo,6,Núcleo Franca
3532009,Morungaba,4,Núcleo Campinas
3532058,Motuca,10,Núcleo Ribeirão Preto
3532108,Murutinga do Sul,2,Núcleo Araçatuba
3532157,Nantes,9,Núcleo Presidente Prudente
3532207,Narandiba,9,Núcleo Presidente Prudente
3532306,Natividade da Serra,14,Núcleo Vale do Paraíba
3532405,Nazaré Paulista,4,Núcleo Campinas
3532504,Neves Paulista,12,Núcleo São José do Rio Preto
3532603,Nhandeara,12,Núcleo São José do Rio Preto
3532702,Nipoã,12,Núcleo São José do Rio Preto
3532801,Nova Aliança,12,Núcleo São José do Rio Preto
3532827,Nova Campina,13,Núcleo Sorocaba
3532843,Nova Canaã Paulista,12,Núcleo São José do Rio Preto
3532868,Nova Castilho,12,Núcleo São José do Rio Preto
3532900,Nova Europa,10,Núcleo Ribeirão Preto
3533007,Nova Granada,12,Núcleo São José do Rio Preto
3533106,Nova Guataporanga,9,Núcleo Presidente Prudente
3533205,Nova Independência,2,Núcleo Araçatuba
3533304,Nova Luzitânia,12,Núcleo São José do Rio Preto
3533403,Nova Odessa,4,Núcleo Campinas
3533254,Novais,12,Núcleo São José do Rio Preto
3533502,Novo Horizonte,12,Núcleo São José do Rio Preto
3533601,Nuporanga,6,Núcleo Franca
3533700,Ocauçu,3,Núcleo Bauru
3533809,Óleo,3,Núcleo Bauru
3533908,Olímpia,12,Núcleo São José do Rio Preto
3534005,Onda Verde,12,Núcleo São José do Rio Preto
3534104,Oriente,3,Núcleo Bauru
3534203,Orindiúva,12,Núcleo São José do Rio Preto
3534302,Orlândia,6,Núcleo Franca
3534401,Osasco,5,Núcleo Capital
3534500,Oscar Bressane,9,Núcleo Presidente Prudente
3534609,Osvaldo Cruz,9,Núcleo Presidente Prudente
3534708,Ourinhos,3,Núcleo Bauru
3534807,Ouro Verde,9,Núcleo Presidente Prudente
3534757,Ouroeste,12,Núcleo São José do Rio Preto
3534906,Pacaembu,9,Núcleo Presidente Prudente
3535002,Palestina,12,Núcleo São José do Rio Preto
3535101,Palmares Paulista,12,Núcleo São José do Rio Preto
3535200,Palmeira d'Oeste,12,Núcleo São José do Rio Preto
3535309,Palmital,3,Núcleo Bauru
3535408,Panorama,9,Núcleo Presidente Prudente
3535507,Paraguaçu Paulista,9,Núcleo Presidente Prudente
3535606,Paraibuna,14,Núcleo Vale do Paraíba
3535705,Paraíso,12,Núcleo São José do Rio Preto
3535804,Paranapanema,3,Núcleo Bauru
3535903,Paranapuã,12,Núcleo São José do Rio Preto
3536000,Parapuã,9,Núcleo Presidente Prudente
3536109,Pardinho,3,Núcleo Bauru
3536208,Pariquera-Açu,11,Núcleo Santos
3536257,Parisi,12,Núcleo São José do Rio Preto
3536307,Patrocínio Paulista,6,Núcleo Franca
3536406,Paulicéia,9,Núcleo Presidente Prudente
3536505,Paulínia,4,Núcleo Campinas
3536570,Paulistânia,3,Núcleo Bauru
3536604,Paulo de Faria,12,Núcleo São José do Rio Preto
3536703,Pederneiras,3,Núcleo Bauru
3536802,Pedra Bela,4,Núcleo Campinas
3536901,Pedranópolis,12,Núcleo São José do Rio Preto
3537008,Pedregulho,6,Núcleo Franca
3537107,Pedreira,4,Núcleo Campinas
3537156,Pedrinhas Paulista,9,Núcleo Presidente Prudente
3537206,Pedro de Toledo,11,Núcleo Santos
3537305,Penápolis,2,Núcleo Araçatuba
3537404,Pereira Barreto,2,Núcleo Araçatuba
3537503,Pereiras,8,Núcleo Piracicaba
3537602,Peruíbe,11,Núcleo Santos
3537701,Piacatu,2,Núcleo Araçatuba
3537800,Piedade,13,Núcleo Sorocaba
3537909,Pilar do Sul,13,Núcleo Sorocaba
3538006,Pindamonhangaba,14,Núcleo Vale do Paraíba
3538105,Pindorama,12,Núcleo São José do Rio Preto
3538204,Pinhalzinho,4,Núcleo Campinas
3538303,Piquerobi,9,Núcleo Presidente Prudente
3538501,Piquete,14,Núcleo Vale do Paraíba
3538600,Piracaia,4,Núcleo Campinas
3538709,Piracicaba,8,Núcleo Piracicaba
3538808,Piraju,3,Núcleo Bauru
3538907,Pirajuí,3,Núcleo Bauru
3539004,Pirangi,10,Núcleo Ribeirão Preto
3539103,Pirapora do Bom Jesus,5,Núcleo Capital
3539202,Pirapozinho,9,Núcleo Presidente Prudente
3539301,Pirassununga,10,Núcleo Ribeirão Preto
3539400,Piratininga,3,Núcleo Bauru
3539509,Pitangueiras,10,Núcleo Ribeirão Preto
3539608,Planalto,2,Núcleo Araçatuba
3539707,Platina,3,Núcleo Bauru
3539806,Poá,7,Núcleo Guarulhos
3539905,Poloni,12,Núcleo São José do Rio Preto
3540002,Pompéia,3,Núcleo Bauru
3540101,Pongaí,3,Núcleo Bauru
3540200,Pontal,10,Núcleo Ribeirão Preto
3540259,Pontalinda,12,Núcleo São José do Rio Preto
3540309,Pontes Gestal,12,Núcleo São José do Rio Preto
3540408,Populina,12,Núcleo São José do Rio Preto
3540507,Porangaba,8,Núcleo Piracicaba
3540606,Porto Feliz,13,Núcleo Sorocaba
3540705,Porto Ferreira,10,Núcleo Ribeirão Preto
3540754,Potim,14,Núcleo Vale do Paraíba
3540804,Potirendaba,12,Núcleo São José do Rio Preto
3540853,Pracinha,9,Núcleo Presidente Prudente
3540903,Pradópolis,10,Núcleo Ribeirão Preto
3541000,Praia Grande,11,Núcleo Santos
3541059,Pratânia,3,Núcleo Bauru
3541109,Presidente Alves,3,Núcleo Bauru
3541208,Presidente Bernardes,9,Núcleo Presidente Prudente
3541307,Presidente Epitácio,9,Núcleo Presidente Prudente
3541406,Presidente Prudente,9,Núcleo Presidente Prudente
3541505,Presidente Venceslau,9,Núcleo Presidente Prudente
3541604,Promissão,2,Núcleo Araçatuba
3541653,Quadra,13,Núcleo Sorocaba
3541703,Quatá,9,Núcleo Presidente Prudente
3541802,Queiroz,9,Núcleo Presidente Prudente
3541901,Queluz,14,Núcleo Vale do Paraíba
3542008,Quintana,3,Núcleo Bauru
3542107,Rafard,8,Núcleo Piracicaba
3542206,Rancharia,9,Núcleo Presidente Prudente
3542305,Redenção da Serra,14,Núcleo Vale do Paraíba
3542404,Regente Feijó,9,Núcleo Presidente Prudente
3542503,Reginópolis,3,Núcleo Bauru
3542602,Registro,11,Núcleo Santos
3542701,Restinga,6,Núcleo Franca
3542800,Ribeira,13,Núcleo Sorocaba
3542909,Ribeirão Bonito,10,Núcleo Ribeirão Preto
3543006,Ribeirão Branco,13,Núcleo Sorocaba
3543105,Ribeirão Corrente,6,Núcleo Franca
3543204,Ribeirão do Sul,3,Núcleo Bauru
3543238,Ribeirão dos Índios,9,Núcleo Presidente Prudente
3543253,Ribeirão Grande,13,Núcleo Sorocaba
3543303,Ribeirão Pires,1,Núcleo ABC
3543402,Ribeirão Preto,10,Núcleo Ribeirão Preto
3543600,Rifaina,6,Núcleo Franca
3543709,Rincão,10,Núcleo Ribeirão Preto
3543808,Rinópolis,9,Núcleo Presidente Prudente
3543907,Rio Claro,8,Núcleo Piracicaba
3544004,Rio das Pedras,8,Núcleo Piracicaba
3544103,Rio Grande da Serra,1,Núcleo ABC
3544202,Riolândia,12,Núcleo São José do Rio Preto
3543501,Riversul,13,Núcleo Sorocaba
3544251,Rosana,9,Núcleo Presidente Prudente
3544301,Roseira,14,Núcleo Vale do Paraíba
3544400,Rubiácea,2,Núcleo Araçatuba
3544509,Rubinéia,12,Núcleo São José do Rio Preto
3544608,Sabino,2,Núcleo Araçatuba
3544707,Sagres,9,Núcleo Presidente Prudente
3544806,Sales,12,Núcleo São José do Rio Preto
3544905,Sales Oliveira,6,Núcleo Franca
3545001,Salesópolis,14,Núcleo Vale do Paraíba
3545100,Salmourão,9,Núcleo Presidente Prudente
3545159,Saltinho,8,Núcleo Piracicaba
3545209,Salto,13,Núcleo Sorocaba
3545308,Salto de Pirapora,13,Núcleo Sorocaba
3545407,Salto Grande,3,Núcleo Bauru
3545506,Sandovalina,9,Núcleo Presidente Prudente
3545605,Santa Adélia,12,Núcleo São José do Rio Preto
3545704,Santa Albertina,12,Núcleo São José do Rio Preto
3545803,Santa Bárbara d'Oeste,8,Núcleo Piracicaba
3546009,Santa Branca,14,Núcleo Vale do Paraíba
3546108,Santa Clara d'Oeste,12,Núcleo São José do Rio Preto
3546207,Santa Cruz da Conceição,8,Núcleo Piracicaba
3546256,Santa Cruz da Esperança,10,Núcleo Ribeirão Preto
3546306,Santa Cruz das Palmeiras,10,Núcleo Ribeirão Preto
3546405,Santa Cruz do Rio Pardo,3,Núcleo Bauru
3546504,Santa Ernestina,10,Núcleo Ribeirão Preto
3546603,Santa Fé do Sul,12,Núcleo São José do Rio Preto
3546702,Santa Gertrudes,8,Núcleo Piracicaba
3546801,Santa Isabel,7,Núcleo Guarulhos
3546900,Santa Lúcia,10,Núcleo Ribeirão Preto
3547007,Santa Maria da Serra,8,Núcleo Piracicaba
3547106,Santa Mercedes,9,Núcleo Presidente Prudente
3547502,Santa Rita do Passa Quatro,10,Núcleo Ribeirão Preto
3547403,Santa Rita d'Oeste,12,Núcleo São José do Rio Preto
3547601,Santa Rosa de Viterbo,10,Núcleo Ribeirão Preto
3547650,Santa Salete,12,Núcleo São José do Rio Preto
3547205,Santana da Ponte Pensa,12,Núcleo São José do Rio Preto
3547304,Santana de Parnaíba,5,Núcleo Capital
3547700,Santo Anastácio,9,Núcleo Presidente Prudente
3547809,Santo André,1,Núcleo ABC
3547908,Santo Antônio da Alegria,6,Núcleo Franca
3548005,Santo Antônio de Posse,4,Núcleo Campinas
3548054,Santo Antônio do Aracanguá,2,Núcleo Araçatuba
3548104,Santo Antônio do Jardim,4,Núcleo Campinas
3548203,Santo Antônio do Pinhal,14,Núcleo Vale do Paraíba
3548302,Santo Expedito,9,Núcleo Presidente Prudente
