id_municipio,municipio_nome,id_rp,rp_nome,rp_ugrhi
3552601,Tabapuã,7.0,Turvo/Grande,UGRHI Turvo/Grande
3552700,Tabatinga,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3552809,Taboão da Serra,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3553005,Taguaí,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3553104,Taiaçu,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3553203,Taiúva,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3553401,Tanabi,7.0,Turvo/Grande,UGRHI Turvo/Grande
3553658,Taquaral,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3553708,Taquaritinga,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3553807,Taquarituba,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3553856,Taquarivaí,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3554201,Tejupá,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3554409,Terra Roxa,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3554607,Timburi,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3554706,Torrinha,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3554755,Trabiju,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3554904,Três Fronteiras,9.0,São José dos Dourados,UGRHI São José dos Dourados
3555000,Tupã,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3555109,Tupi Paulista,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3555208,Turiúba,10.0,Baixo Tietê,UGRHI Baixo Tietê
3555307,Turmalina,7.0,Turvo/Grande,UGRHI Turvo/Grande
3555356,Ubarana,10.0,Baixo Tietê,UGRHI Baixo Tietê
3555604,Uchoa,7.0,Turvo/Grande,UGRHI Turvo/Grande
3555703,União Paulista,9.0,São José dos Dourados,UGRHI São José dos Dourados
3555802,Urânia,9.0,São José dos Dourados,UGRHI São José dos Dourados
3555901,Uru,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3556008,Urupês,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3556107,Valentim Gentil,7.0,Turvo/Grande,UGRHI Turvo/Grande
3556305,Valparaíso,10.0,Baixo Tietê,UGRHI Baixo Tietê
3556453,Vargem Grande Paulista,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3556602,Vera Cruz,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3556800,Viradouro,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3556909,Vista Alegre do Alto,7.0,Turvo/Grande,UGRHI Turvo/Grande
3556958,Vitória Brasil,9.0,São José dos Dourados,UGRHI São José dos Dourados
3557105,Votuporanga,7.0,Turvo/Grande,UGRHI Turvo/Grande
3557154,Zacarias,10.0,Baixo Tietê,UGRHI Baixo Tietê
