id_municipio,municipio_nome,id_rp,rp_nome,rp_ugrhi
3504206,Auriflama,9.0,São José dos Dourados,UGRHI São José dos Dourados
3504305,Avaí,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3504404,Avanhandava,10.0,Baixo Tietê,UGRHI Baixo Tietê
3504503,Avaré,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3504602,Bady Bassitt,7.0,Turvo/Grande,UGRHI Turvo/Grande
3504701,Balbinos,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3504800,Bálsamo,7.0,Turvo/Grande,UGRHI Turvo/Grande
3505005,Barão de Antonina,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3505104,Barbosa,10.0,Baixo Tietê,UGRHI Baixo Tietê
3505203,Bariri,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3505302,Barra Bonita,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3505500,Barretos,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3505708,Barueri,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3505807,Bastos,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3505906,Batatais,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3506003,Bauru,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3506102,Bebedouro,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3506201,Bento de Abreu,10.0,Baixo Tietê,UGRHI Baixo Tietê
3506300,Bernardino de Campos,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3506409,Bilac,10.0,Baixo Tietê,UGRHI Baixo Tietê
3506508,Birigui,10.0,Baixo Tietê,UGRHI Baixo Tietê
3506706,Boa Esperança do Sul,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3506805,Bocaina,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3507159,Bom Sucesso de Itararé,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3507308,Boracéia,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3507407,Borborema,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3507456,Borebi,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3507704,Braúna,10.0,Baixo Tietê,UGRHI Baixo Tietê
3507753,Brejo Alegre,10.0,Baixo Tietê,UGRHI Baixo Tietê
3507902,Brotas,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3508009,Buri,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3508108,Buritama,10.0,Baixo Tietê,UGRHI Baixo Tietê
3508207,Buritizal,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3508801,Cafelândia,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3509304,Cajobi,7.0,Turvo/Grande,UGRHI Turvo/Grande
3509452,Campina do Monte Alegre,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3509700,Campos do Jordão,1.0,Mantiqueira,UGRHI Mantiqueira
3510104,Cândido Rodrigues,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3510203,Capão Bonito,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3510609,Carapicuíba,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3510708,Cardoso,7.0,Turvo/Grande,UGRHI Turvo/Grande
3511003,Castilho,10.0,Baixo Tietê,UGRHI Baixo Tietê
3511102,Catanduva,7.0,Turvo/Grande,UGRHI Turvo/Grande
3511201,Catiguá,7.0,Turvo/Grande,UGRHI Turvo/Grande
3511300,Cedral,7.0,Turvo/Grande,UGRHI Turvo/Grande
3511409,Cerqueira César,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3511904,Clementina,10.0,Baixo Tietê,UGRHI Baixo Tietê
3512001,Colina,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3512100,Colômbia,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3512209,Conchal,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3512506,Coroados,10.0,Baixo Tietê,UGRHI Baixo Tietê
3512605,Coronel Macedo,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3512902,Cosmorama,7.0,Turvo/Grande,UGRHI Turvo/Grande
3513009,Cotia,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3513207,Cristais Paulista,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3513702,Descalvado,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3513801,Diadema,12.0,Alto Tietê,UGRHI Alto Tietê
3513850,Dirce Reis,9.0,São José dos Dourados,UGRHI São José dos Dourados
3514007,Dobrada,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3514106,Dois Córregos,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3514205,Dolcinópolis,7.0,Turvo/Grande,UGRHI Turvo/Grande
3514304,Dourado,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3514403,Dracena,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3514924,Elisiário,7.0,Turvo/Grande,UGRHI Turvo/Grande
3514957,Embaúba,7.0,Turvo/Grande,UGRHI Turvo/Grande
3515004,Embu das Artes,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3515103,Embu-Guaçu,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3515186,Espírito Santo do Pinhal,14.0,Alto Mogi,UGRHI Mogi-Guaçu
3557303,Estiva Gerbi,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3515202,Estrela d'Oeste,7.0,Turvo/Grande,UGRHI Turvo/Grande
3515400,Fartura,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3515608,Fernando Prestes,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3515509,Fernandópolis,7.0,Turvo/Grande,UGRHI Turvo/Grande
3515707,Ferraz de Vasconcelos,12.0,Alto Tietê,UGRHI Alto Tietê
3515806,Flora Rica,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3515905,Floreal,9.0,São José dos Dourados,UGRHI São José dos Dourados
3516002,Flórida Paulista,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3516200,Franca,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3516507,Gabriel Monteiro,10.0,Baixo Tietê,UGRHI Baixo Tietê
3516705,Garça,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3516804,Gastão Vidigal,9.0,São José dos Dourados,UGRHI São José dos Dourados
3516853,Gavião Peixoto,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3516903,General Salgado,9.0,São José dos Dourados,UGRHI São José dos Dourados
3517000,Getulina,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3517109,Glicério,10.0,Baixo Tietê,UGRHI Baixo Tietê
3517208,Guaiçara,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3517307,Guaimbê,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3517406,Guaíra,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3517505,Guapiaçu,7.0,Turvo/Grande,UGRHI Turvo/Grande
3517604,Guapiara,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3517703,Guará,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3517802,Guaraçaí,10.0,Baixo Tietê,UGRHI Baixo Tietê
3517901,Guaraci,7.0,Turvo/Grande,UGRHI Turvo/Grande
3518008,Guarani d'Oeste,7.0,Turvo/Grande,UGRHI Turvo/Grande
3518107,Guarantã,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3518206,Guararapes,10.0,Baixo Tietê,UGRHI Baixo Tietê
3518602,Guariba,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3518909,Guzolândia,9.0,São José dos Dourados,UGRHI São José dos Dourados
3519006,Herculândia,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3519105,Iacanga,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3519204,Iacri,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3519253,Iaras,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3519303,Ibaté,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3519402,Ibirá,7.0,Turvo/Grande,UGRHI Turvo/Grande
3519600,Ibitinga,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3519808,Icém,7.0,Turvo/Grande,UGRHI Turvo/Grande
3520004,Igaraçu do Tietê,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3520103,Igarapava,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3520442,Ilha Solteira,9.0,São José dos Dourados,UGRHI São José dos Dourados
3520707,Indiaporã,7.0,Turvo/Grande,UGRHI Turvo/Grande
3520806,Inúbia Paulista,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3520905,Ipaussu,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3521150,Ipiguá,7.0,Turvo/Grande,UGRHI Turvo/Grande
3521309,Ipuã,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3521507,Irapuã,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3521606,Irapuru,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3521705,Itaberá,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3521804,Itaí,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3521903,Itajobi,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3522000,Itaju,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3522208,Itapecerica da Serra,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3522307,Itapetininga,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3522406,Itapeva,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3522505,Itapevi,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3522604,Itapira,14.0,Alto Mogi,UGRHI Mogi-Guaçu
3522703,Itápolis,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3522802,Itaporanga,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3522901,Itapuí,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3523008,Itapura,9.0,São José dos Dourados,UGRHI São José dos Dourados
3523206,Itararé,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3523503,Itatinga,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3523701,Itirapuã,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3524105,Ituverava,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3524204,Jaborandi,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3524303,Jaboticabal,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3524501,Jaci,7.0,Turvo/Grande,UGRHI Turvo/Grande
3524808,Jales,9.0,São José dos Dourados,UGRHI São José dos Dourados
3525003,Jandira,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3525300,Jaú,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3525409,Jeriquara,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3525607,João Ramalho,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3525706,José Bonifácio,10.0,Baixo Tietê,UGRHI Baixo Tietê
3525805,Júlio Mesquita,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3526001,Junqueirópolis,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3526209,Juquitiba,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3526506,Lavínia,10.0,Baixo Tietê,UGRHI Baixo Tietê
3526704,Leme,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3526803,Lençóis Paulista,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3527009,Lindóia,14.0,Alto Mogi,UGRHI Mogi-Guaçu
3527108,Lins,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3527256,Lourdes,10.0,Baixo Tietê,UGRHI Baixo Tietê
3527405,Lucélia,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3527702,Luiziânia,10.0,Baixo Tietê,UGRHI Baixo Tietê
3527801,Lupércio,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3528007,Macatuba,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3528106,Macaubal,10.0,Baixo Tietê,UGRHI Baixo Tietê
3528205,Macedônia,7.0,Turvo/Grande,UGRHI Turvo/Grande
3528304,Magda,9.0,São José dos Dourados,UGRHI São José dos Dourados
3528601,Manduri,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3528858,Marapoama,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3528908,Mariápolis,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3529005,Marília,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3529104,Marinópolis,9.0,São José dos Dourados,UGRHI São José dos Dourados
3529302,Matão,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3529401,Mauá,12.0,Alto Tietê,UGRHI Alto Tietê
3529500,Mendonça,10.0,Baixo Tietê,UGRHI Baixo Tietê
3529609,Meridiano,7.0,Turvo/Grande,UGRHI Turvo/Grande
3529658,Mesópolis,9.0,São José dos Dourados,UGRHI São José dos Dourados
3529708,Miguelópolis,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3529807,Mineiros do Tietê,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3530003,Mira Estrela,7.0,Turvo/Grande,UGRHI Turvo/Grande
3530102,Mirandópolis,10.0,Baixo Tietê,UGRHI Baixo Tietê
3530300,Mirassol,7.0,Turvo/Grande,UGRHI Turvo/Grande
3530409,Mirassolândia,7.0,Turvo/Grande,UGRHI Turvo/Grande
3530706,Mogi Guaçu,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3530805,Mogi Mirim,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3531001,Monções,9.0,São José dos Dourados,UGRHI São José dos Dourados
3531308,Monte Alto,7.0,Turvo/Grande,UGRHI Turvo/Grande
3531407,Monte Aprazível,9.0,São José dos Dourados,UGRHI São José dos Dourados
3531506,Monte Azul Paulista,7.0,Turvo/Grande,UGRHI Turvo/Grande
3531605,Monte Castelo,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3531902,Morro Agudo,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3532058,Motuca,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3532108,Murutinga do Sul,10.0,Baixo Tietê,UGRHI Baixo Tietê
3532504,Neves Paulista,9.0,São José dos Dourados,UGRHI São José dos Dourados
3532603,Nhandeara,9.0,São José dos Dourados,UGRHI São José dos Dourados
3532702,Nipoã,9.0,São José dos Dourados,UGRHI São José dos Dourados
3532801,Nova Aliança,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3532827,Nova Campina,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3532843,Nova Canaã Paulista,9.0,São José dos Dourados,UGRHI São José dos Dourados
3532868,Nova Castilho,9.0,São José dos Dourados,UGRHI São José dos Dourados
3532900,Nova Europa,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3533007,Nova Granada,7.0,Turvo/Grande,UGRHI Turvo/Grande
3533106,Nova Guataporanga,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3533205,Nova Independência,10.0,Baixo Tietê,UGRHI Baixo Tietê
3533304,Nova Luzitânia,9.0,São José dos Dourados,UGRHI São José dos Dourados
3533254,Novais,7.0,Turvo/Grande,UGRHI Turvo/Grande
3533502,Novo Horizonte,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3533601,Nuporanga,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3533700,Ocauçu,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3533809,Óleo,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3533908,Olímpia,7.0,Turvo/Grande,UGRHI Turvo/Grande
3534005,Onda Verde,7.0,Turvo/Grande,UGRHI Turvo/Grande
3534104,Oriente,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3534203,Orindiúva,7.0,Turvo/Grande,UGRHI Turvo/Grande
3534302,Orlândia,4.0,Baixo Pardo/Grande,UGRHI Baixo Pardo/Grande
3534401,Osasco,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3534609,Osvaldo Cruz,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3534807,Ouro Verde,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3534757,Ouroeste,7.0,Turvo/Grande,UGRHI Turvo/Grande
3534906,Pacaembu,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3535002,Palestina,7.0,Turvo/Grande,UGRHI Turvo/Grande
3535101,Palmares Paulista,7.0,Turvo/Grande,UGRHI Turvo/Grande
3535200,Palmeira d'Oeste,9.0,São José dos Dourados,UGRHI São José dos Dourados
3535408,Panorama,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3535705,Paraíso,7.0,Turvo/Grande,UGRHI Turvo/Grande
3535804,Paranapanema,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3535903,Paranapuã,9.0,São José dos Dourados,UGRHI São José dos Dourados
3536000,Parapuã,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3536257,Parisi,7.0,Turvo/Grande,UGRHI Turvo/Grande
3536307,Patrocínio Paulista,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3536406,Paulicéia,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3536604,Paulo de Faria,7.0,Turvo/Grande,UGRHI Turvo/Grande
3536703,Pederneiras,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3536901,Pedranópolis,7.0,Turvo/Grande,UGRHI Turvo/Grande
3537008,Pedregulho,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3537305,Penápolis,10.0,Baixo Tietê,UGRHI Baixo Tietê
3537404,Pereira Barreto,10.0,Baixo Tietê,UGRHI Baixo Tietê
3537701,Piacatu,10.0,Baixo Tietê,UGRHI Baixo Tietê
3537909,Pilar do Sul,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3538105,Pindorama,7.0,Turvo/Grande,UGRHI Turvo/Grande
3538808,Piraju,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3538907,Pirajuí,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3539004,Pirangi,7.0,Turvo/Grande,UGRHI Turvo/Grande
3539103,Pirapora do Bom Jesus,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3539301,Pirassununga,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3539509,Pitangueiras,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3539608,Planalto,10.0,Baixo Tietê,UGRHI Baixo Tietê
3539905,Poloni,9.0,São José dos Dourados,UGRHI São José dos Dourados
3540002,Pompéia,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3540101,Pongaí,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3540259,Pontalinda,9.0,São José dos Dourados,UGRHI São José dos Dourados
3540309,Pontes Gestal,7.0,Turvo/Grande,UGRHI Turvo/Grande
3540408,Populina,7.0,Turvo/Grande,UGRHI Turvo/Grande
3540705,Porto Ferreira,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3540804,Potirendaba,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3540853,Pracinha,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3540903,Pradópolis,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3541059,Pratânia,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3541109,Presidente Alves,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3541604,Promissão,10.0,Baixo Tietê,UGRHI Baixo Tietê
3541703,Quatá,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3541802,Queiroz,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3542008,Quintana,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3542503,Reginópolis,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3542701,Restinga,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3542909,Ribeirão Bonito,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3543006,Ribeirão Branco,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3543105,Ribeirão Corrente,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3543253,Ribeirão Grande,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3543303,Ribeirão Pires,12.0,Alto Tietê,UGRHI Alto Tietê
3543600,Rifaina,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3543709,Rincão,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3543808,Rinópolis,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3544103,Rio Grande da Serra,12.0,Alto Tietê,UGRHI Alto Tietê
3544202,Riolândia,7.0,Turvo/Grande,UGRHI Turvo/Grande
3543501,Riversul,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3544400,Rubiácea,10.0,Baixo Tietê,UGRHI Baixo Tietê
3544509,Rubinéia,9.0,São José dos Dourados,UGRHI São José dos Dourados
3544608,Sabino,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3544707,Sagres,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3544806,Sales,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3544905,Sales Oliveira,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3545100,Salmourão,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3545605,Santa Adélia,7.0,Turvo/Grande,UGRHI Turvo/Grande
3545704,Santa Albertina,9.0,São José dos Dourados,UGRHI São José dos Dourados
3546108,Santa Clara d'Oeste,9.0,São José dos Dourados,UGRHI São José dos Dourados
3546207,Santa Cruz da Conceição,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3546306,Santa Cruz das Palmeiras,15.0,Médio Mogi Superior,UGRHI Mogi-Guaçu
3546504,Santa Ernestina,8.0,Tietê/Batalha,UGRHI Tietê/Batalha
3546603,Santa Fé do Sul,9.0,São José dos Dourados,UGRHI São José dos Dourados
3546900,Santa Lúcia,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3547106,Santa Mercedes,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3547502,Santa Rita do Passa Quatro,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3547403,Santa Rita d'Oeste,9.0,São José dos Dourados,UGRHI São José dos Dourados
3547650,Santa Salete,9.0,São José dos Dourados,UGRHI São José dos Dourados
3547205,Santana da Ponte Pensa,9.0,São José dos Dourados,UGRHI São José dos Dourados
3547304,Santana de Parnaíba,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3547809,Santo André,12.0,Alto Tietê,UGRHI Alto Tietê
3548054,Santo Antônio do Aracanguá,10.0,Baixo Tietê,UGRHI Baixo Tietê
3548104,Santo Antônio do Jardim,14.0,Alto Mogi,UGRHI Mogi-Guaçu
3548203,Santo Antônio do Pinhal,1.0,Mantiqueira,UGRHI Mantiqueira
3548401,Santópolis do Aguapeí,10.0,Baixo Tietê,UGRHI Baixo Tietê
3548609,São Bento do Sapucaí,1.0,Mantiqueira,UGRHI Mantiqueira
3548708,São Bernardo do Campo,12.0,Alto Tietê,UGRHI Alto Tietê
3548807,São Caetano do Sul,12.0,Alto Tietê,UGRHI Alto Tietê
3548906,São Carlos,16.0,Médio Mogi Inferior,UGRHI Mogi-Guaçu
3549003,São Francisco,9.0,São José dos Dourados,UGRHI São José dos Dourados
3549102,São João da Boa Vista,14.0,Alto Mogi,UGRHI Mogi-Guaçu
3549201,São João das Duas Pontes,7.0,Turvo/Grande,UGRHI Turvo/Grande
3549250,São João de Iracema,9.0,São José dos Dourados,UGRHI São José dos Dourados
3549300,São João do Pau d'Alho,11.0,Aguapeí/Peixe,UGRHI Aguapeí/Peixe
3549409,São Joaquim da Barra,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3549508,São José da Bela Vista,2.0,Sapucaí/Grande,UGRHI Sapucaí/Grande
3549805,São José do Rio Preto,7.0,Turvo/Grande,UGRHI Turvo/Grande
3549953,São Lourenço da Serra,13.0,Cotia/Pirapora,UGRHI Alto Tietê
3550100,São Manuel,5.0,Tietê/Jacaré,UGHRI Tietê/Jacaré
3550209,São Miguel Arcanjo,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3550308,São Paulo,12.0,Alto Tietê,UGRHI Alto Tietê
3551108,Sarapuí,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3551207,Sarutaiá,6.0,Alto Paranapanema,UGRHI Alto Paranapanema
3551306,Sebastianópolis do Sul,9.0,São José dos Dourados,UGRHI São José dos Dourados
3551603,Serra Negra,14.0,Alto Mogi,UGRHI Mogi-Guaçu
3551900,Severínia,7.0,Turvo/Grande,UGRHI Turvo/Grande
3552106,Socorro,14.0,Alto Mogi,UGRHI Mogi-Guaçu
3552304,Sud Mennucci,10.0,Baixo Tietê,UGRHI Baixo Tietê
3552551,Suzanápolis,10.0,Baixo Tietê,UGRHI Baixo Tietê
